------,--------------,-----------,---------------------,------,-----------,----------------,-----,-----------
#,NAME,,P0,,,P1,,
,,,(s),,,,,
------,--------------,-----------,---------------------,------,-----------,----------------,-----,-----------
317,B0611+22,dls72,0.33495996611,16,hlk+04,5.94494E-14,12,hlk+04
318,J0614+83,slr+14,1.03920,6,slr+14,*,0,*
319,J0614-3329,rrc+11,0.00314866958536681,4,cpb+23,1.7419E-20,4,cpb+23
320,J0621+0336,bkl+13,0.2699540683678,9,bkl+13,7.24E-18,6,bkl+13
,,,,,,,,
321,J0621+1002,cnst96,0.0288538611940574,16,dcl+16,4.730E-20,5,dcl+16
322,J0621+2514,san16,0.0027217879391872,4,san16,2.483E-20,3,san16
323,J0621-55,kbj+18,*,0,*,*,0,*
324,J0622+3749,pga+12,0.333208231801,6,pga+12,2.54237E-14,5,pga+12
325,J0623+0340,bkl+13,0.613759600022,7,bkl+13,8.837E-17,3,bkl+13
,,,,,,,,
326,B0621-04,mlt+78,1.0390764758510,15,hlk+04,8.30442E-16,12,hlk+04
327,J0625+10,cnst96,0.498397,3,cnst96,*,0,*
328,J0627+0649,bkl+13,0.346522567131,13,bkl+13,1.698E-15,3,bkl+13
329,J0627+0706,cha03,0.475884937713,3,lbs+20,2.980860E-14,12,lbs+20
330,J0627+16,dcm+09,2.180,0,dcm+09,*,0,*
,,,,,,,,
331,J0628+0909,cfl+06,1.241421391299,3,nab+13,5.479E-16,2,nab+13
332,B0626+24,dth78,0.476622836038,4,hlk+04,1.99573E-15,3,hlk+04
333,J0630+19,dsm+16,1.24855,0,dsm+16,*,0,*
334,J0630-0046,bkl+13,0.680574832268,7,bkl+13,3.7481E-15,19,bkl+13
335,B0628-28,vl69,1.24441859615,8,hlk+04,7.1229E-15,3,hlk+04
,,,,,,,,
336,J0631+0646,cwp+17,0.1109789432160,8,cwp+17,3.61723E-15,3,cwp+17
337,J0631+1036,zcwl96,0.28781555572,5,saa+23,1.027171E-13,5,saa+23
338,J0633+0632,aaa+09c,0.29739519058,7,rkp+11,7.9592E-14,3,rkp+11
339,J0633+1746,hh92,0.237099441692,3,jh05,1.097087E-14,6,jh05
340,J0633-2015,bjd+06,3.2532108384,5,bjd+06,3.82E-15,8,bjd+06
,,,,,,,,
341,J0635+0533,cmn+00,0.033856495,12,cmn+00,*,0,*
342,J0636+5128,slr+14,0.00286895284644652,9,flm+23,3.508E-21,7,flm+23
343,J0636-23,mss+20,0.476,0,mss+20,*,0,*
344,J0636-3044,mbc+19,0.00394576,0,mbc+19,*,0,*
345,J0636-4549,bjd+06,1.98459736713,4,bjd+06,3.172E-15,2,bjd+06
,,,,,,,,
346,J0637+0332g,zhx+23,*,0,*,*,0,*
347,J0641+07,ttm+18,*,0,*,*,0,*
348,J0645+5158,slr+14,0.008853496686414667,11,aab+21a,4.9211E-21,4,aab+21a
349,J0645+80,slr+14,0.65787,3,slr+14,*,0,*
350,J0646+0905,bkl+13,0.90391335651,8,lbs+20,7.3609E-16,17,lbs+20
,,,,,,,,
351,J0646-54,ckr+15,0.00251,0,aab+22,*,0,*
352,J0647+0913,bkl+13,1.23485362778,3,bkl+13,6.421E-15,8,bkl+13
353,J0648-27,mss+20,4.169,0,mss+20,*,0,*
354,J0652-0142,bkl+13,0.924053918109,14,bkl+13,1.525E-16,12,bkl+13
355,J0653+4706,bph+17a,0.0047581298242818,16,saa+23,2.076E-20,7,saa+23
,,,,,,,,
356,B0643+80,dbtb82,1.2144405115160,20,hlk+04,3.798787E-15,15,hlk+04
357,J0653-06,dcm+23,0.79,0,dcm+23,*,0,*
358,J0656-2228,bjd+06,1.22475441462,3,bjd+06,2.67E-17,17,bjd+06
359,J0656-5449,jbo+09,0.183156898795,2,jbo+09,3.191E-17,9,jbo+09
360,J0658+0022,bkl+13,0.563294925255,3,bkl+13,9.15201E-15,13,bkl+13
,,,,,,,,
361,J0658+2936,dcm+23,0.8237009813,5,dcm+23,1.44E-15,5,dcm+23
362,B0656+14,mlt+78,0.384928623365,3,jbv+19,5.494123E-14,12,jbv+19
363,J0659-36,mss+20,0.637,0,mss+20,*,0,*
364,B0655+64,dth78,0.19567094516627,16,hlk+04,6.853E-19,12,hlk+04
365,J0702-4956,bcm+16,0.6659935900,5,bcm+16,*,0,*
,,,,,,,,
366,J0709+0458,mgf+19,0.0344289781774586,12,mgf+19,3.8040E-19,4,mgf+19
367,J0709-5923,jbo+09,0.485268383925,5,jbo+09,1.260E-16,2,jbo+09
368,J0711+0931,lzb+00,1.21409,0,dmo+24,4.0E-16,10,lzb+00
369,J0711-6830,bjb+97,0.005490968507655535,19,rsc+21,1.490731E-20,19,rsc+21
370,J0719-2545,bjd+06,0.974724730631,9,bjd+06,7.2819E-15,7,bjd+06
,,,,,,,,
371,J0720-3125,hmb+97,8.39111553,3,kv05,6.98E-14,3,kv05
372,J0721-2038,bkl+13,0.01554239497400,8,bkl+13,4.4E-20,4,bkl+13
373,J0723-2050,bbc+22,0.71154,0,bbc+22,*,0,*
374,J0725-1635,mld+96,0.4243114031834,11,hlk+04,9.2640E-17,11,hlk+04
375,J0726-2612,bjd+06,3.4423084877,4,bjd+06,2.9311E-13,4,bjd+06
,,,,,,,,
376,J0729-1448,mhl+02,0.25170865575972,20,saa+23,1.133559169E-13,20,saa+23
377,B0727-18,mlt+78,0.51016034483,3,hlk+04,1.895713E-14,19,hlk+04
378,J0732+2314,mgf+19,0.004090,0,mgf+19,6.0E-21,4,mgf+19
379,J0733-2345,lfl+06,1.79624970117,10,lfl+06,5.704E-15,10,lfl+06
380,J0734+14,ttk+24,1.772,5,ttk+24,*,0,*
,,,,,,,,
381,J0734-1559,sbd+11,0.156250,0,sbd+11,1.22e-14,0,sbd+11
382,J0736-6304,bb10,4.8628739612,7,jcs+17,1.519E-13,3,jcs+17
383,J0737-2202,mhl+02,0.320366370454,5,mhl+02,5.46883E-15,11,mhl+02
384,J0737-3039A,bdp+03,0.0226993785996239,11,ksm+06,1.75993E-18,6,ksm+06
385,J0737-3039B,lbk+04,2.77346077007,8,ksm+06,8.92E-16,8,ksm+06
,,,,,,,,
386,J0738+6904,slr+14,6.8276928022,5,lsk+18,2.697E-14,4,lsk+18
387,B0736-40,lvw68,0.3749199900,8,ljk+23,1.616E-15,5,ljk+23
388,J0740+6620,slr+14,0.002885736411412693,5,cfr+20,1.219051E-20,17,cfr+20
389,J0741+17,dcm+23,1.73,0,dcm+23,*,0,*
390,J0742+4110,spp+23,0.0031391369352910,3,spp+23,6.692E-21,4,spp+23
,,,,,,,,
391,J0742+4334,scb+19,0.606190680037,6,mbc+20,3.71E-16,2,mbc+20
392,B0740-28,fss73,0.166762291572,20,hlk+04,1.682112E-14,14,hlk+04
393,J0744-2525,nie+20,0.091996,0,nie+20,9.56e-16,0,nie+20
394,B0743-53,mlt+78,0.214838505782,5,psj+19,2.18686E-15,7,psj+19
395,J0746-4529,bjd+06,2.79102517845,5,bjd+06,1.6660E-14,5,bjd+06
,,,,,,,,
396,J0747+6646,slr+14,0.407700524409,5,lsk+18,6.78E-16,4,lsk+18
397,J0749+5720,msk+24,1.1749292839621,3,msk+24,8.306E-17,3,msk+24
398,J0749-4247,mld+96,1.095452157610,14,dsb+98,9.770E-16,4,dsb+98
399,J0750+57,slr+14,1.17487,7,slr+14,*,0,*
400,J0750-6846,kbj+18,0.91521580361,7,sfj+20,1.096E-16,7,sfj+20
,,,,,,,,
401,J0751+1807,lzc95,0.003478770839279365,13,abb+23,7.78699E-21,8,abb+23
402,J0753-0816,mbc+19,2.09362,0,mbc+19,*,0,*
403,B0751+32,dth78,1.442349479143,3,hlk+04,1.079865E-15,17,hlk+04
404,B0756-15,mlt+78,0.6822651758060,14,hlk+04,1.618890E-15,14,hlk+04
405,J0758-30,mss+20,1.092,0,mss+20,*,0,*
,,,,,,,,
406,J0758-3002,msk+24,1.091869715468,11,msk+24,3.84E-16,3,msk+24
407,J0802-5613,nie+20,0.273973,0,nie+20,2.76e-15,0,nie+20
408,J0803+34,ttm18,*,0,*,*,0,*
409,J0803-0942,aac+18,0.571256559155,14,clh+20,1.1611E-15,17,clh+20
410,J0804-3647,bkl+13,2.19198689593,15,bkl+13,4.21E-15,3,bkl+13
,,,,,,,,
411,J0806+08,dsm+13,2.0631,0,dsm+13,*,0,*
412,J0806-4123,hmz+04,11.37038593,12,kk09,5.6E-14,30,kk09
413,J0807-5421,bbb+12,0.52664353143,3,bbb+12,3.780E-16,10,bbb+12
414,J0808-3937,bkl+13,0.86634928471,3,bkl+13,4.01E-16,3,bkl+13
415,B0808-47,mlt+78,0.547202118684,3,jbv+19,3.0763E-15,3,jbv+19
,,,,,,,,
416,J0811+37,ttk+17,1.2483,0,scb+19,*,0,*
417,J0812-3905,bkl+13,0.482595929159,4,bkl+13,4.49E-17,12,bkl+13
418,J0813+22,scb+19,0.5314,0,dmo+24,*,0,*
419,B0809+74,cp68,1.292241446862,3,hlk+04,1.68114E-16,14,hlk+04
420,J0815+0939,clm+05,0.645161,0,dmo+24,1.39E-16,6,clm+05
,,,,,,,,
421,J0815+4611,scb+19,0.4342422517307,2,mbc+20,3.90E-18,10,mbc+20
422,J0818-3049,bkl+13,0.7637418483,5,bkl+13,5.8E-16,24,bkl+13
423,J0818-3232,bjd+06,2.161258926939,15,bjd+06,7.534E-16,5,bjd+06
424,B0818-13,vl70,1.2381295438682,8,hlk+04,2.105178E-15,7,hlk+04
425,J0820-3826,bkl+13,0.1248366735581,5,psj+19,2.44257E-15,8,psj+19
,,,,,,,,
426,J0820-3921,bjd+06,1.07356658405,4,bjd+06,1.2169E-14,4,bjd+06
427,B0818-41,mlt+78,0.5454455601,3,lbs+20,1.975E-17,6,lbs+20
428,J0821-4221,bjd+06,0.3967282353771,19,bjd+06,3.47811E-15,7,bjd+06
429,J0821-4300,gh09,0.112799455072,6,gha13,9.3E-18,4,gha13
430,B0820+02,mlt+78,0.8648728046988,9,hlk+04,1.04550E-16,6,hlk+04
,,,,,,,,
431,J0824+0028,dsm+13,0.0098613486703673,10,mgf+19,1.46890E-19,20,mgf+19
432,B0823+26,cls68,0.53066051169,3,hlk+04,1.70932E-15,9,hlk+04
433,J0827+53,scb+19,0.0135,0,scb+19,*,0,*
434,B0826-34,mlt+78,1.84891880365,11,hlk+04,9.963E-16,5,hlk+04
435,J0831-4406,kbm+03,0.311673518473,11,kbm+03,1.279E-15,6,kbm+03
,,,,,,,,
436,J0834-4159,kbm+03,0.1211177592649,18,psj+19,4.280876E-15,3,psj+19
437,J0834-60,ebvb01,0.384645,6,ebvb01,*,0,*
438,J0835-3707,mlc+01,0.541404373627,15,mlc+01,9.778E-15,9,mlc+01
439,B0833-45,lvm68,0.089328385024,4,dml02,1.25008E-13,16,dml02
440,J0836-4233,bbb+12,0.73843560627,4,bsb+19,1.320E-15,4,bsb+19
,,,,,,,,
441,B0834+06,phbc68,1.2737682915785,7,hlk+04,6.799219E-15,5,hlk+04
442,J0837-2454,bbj+11,0.62941024,2,pbh+21,3.490E-13,2,pbh+21
443,B0835-41,lvw68,0.7516254225474,12,jbv+19,3.53848E-15,4,jbv+19
444,J0838-2621,bjd+06,0.308580662144,2,bjd+06,3.90E-17,3,bjd+06
445,J0838-2827,tcb+24,0.0036153610123447,12,tcb+24,1.0431E-20,14,tcb+24
,,,,,,,,
446,J0838-3947,mlc+01,1.7039457055,9,mlc+01,8.1E-16,32,mlc+01
447,J0839-66,mbc+19,0.449339,0,mbc+19,*,0,*
448,B0839-53,mlt+78,0.720613772491,16,lbs+20,1.6378E-15,6,lbs+20
449,B0840-48,mlt+78,0.6443536203,4,lbs+20,9.5596E-15,4,lbs+20
450,J0843+0719,bjd+06,1.36586,5,bjd+06,*,0,*
,,,,,,,,
451,J0843+67,trr+21,0.002846,0,trr+21,*,0,*
452,J0843-5022,ebvb01,0.2089556931527,14,ebvb01,1.7238E-16,14,ebvb01
453,B0844-35,mlt+78,1.116098408825,10,jbv+19,1.6044E-15,13,jbv+19
454,J0847-4316,mll+06,5.9774927370,7,mlk+09,1.1994E-13,2,mlk+09
455,J0848+16,dsm+13,0.4524,0,dmo+24,*,0,*
,,,,,,,,
456,B0841+80,dtws85,1.60222797387,4,hlk+04,4.463E-16,3,hlk+04
457,J0849-6322,ebvb01,0.367953256307,5,ebvb01,7.908E-16,5,ebvb01
458,J0853-4648,pbs+23,0.473156,5,pbs+23,*,0,*
459,J0854+5449,gac+21,1.2330326022910,10,gac+21,3.122E-16,3,gac+21
460,B0853-33,mlt+78,1.267535702756,5,hlk+04,6.32095E-15,3,hlk+04
,,,,,,,,
461,J0855-4644,kbm+03,0.0646861308252,4,kbm+03,7.26269E-15,3,kbm+03
462,J0855-4658,kbm+03,0.57507238258,4,kbm+03,1.362E-14,2,kbm+03
463,B0855-61,mlt+78,0.96251061056,3,lbs+20,1.680E-15,8,lbs+20
464,J0857+3349,scb+19,0.242961,0,dmo+24,2.40E-16,10,mbc+20
465,J0857-4424,lml+98,0.32678622125,5,psj+19,2.09462E-14,11,psj+19
,,,,,,,,
466,J0900-3144,bjd+06,0.01110964933809430,13,abb+23,4.88775E-20,9,abb+23
467,J0901-4046,chr+22,0,100000,chr+22,3.9E-13,8000,0  chr+22
468,J0901-4624,mlc+01,0.441995130786,14,mlc+01,8.7494E-14,8,mlc+01
469,B0901-63,mlt+78,0.6603133715,2,nmc81,1.07E-16,9,nmc81
470,B0903-42,mlt+78,0.96517329497,3,lbs+20,1.8769E-15,9,lbs+20
,,,,,,,,
471,B0904-74,mlt+78,0.54955367881,3,lbs+20,4.6141E-16,13,lbs+20
472,J0905-4536,mld+96,0.9882805974,2,dsb+98,1.49E-16,3,dsb+98
473,J0905-5127,mld+96,0.346301152944,3,psj+19,2.48630E-14,8,psj+19
474,J0905-6019,bbb+12,0.340854176542,8,bbb+12,5.220E-16,3,bbb+12
475,B0905-51,mlt+78,0.25355772533,5,lbs+20,1.834957E-15,20,lbs+20
,,,,,,,,
476,B0906-17,mlt+78,0.40162562344216,18,hlk+04,6.695000E-16,17,hlk+04
477,B0906-49,dmd+88,0.1067690369961,7,lbs+20,1.510247E-14,5,lbs+20
478,B0909-71,mlt+78,1.362890350697,8,lbs+20,3.273E-16,4,lbs+20
479,B0904+77,th69,1.57905,6,th69,*,0,*
480,J0911-42,sbb+23,1940.63595e-3,0,mmr+24,*,0,*
,,,,,,,,
481,J0912-3851,bbj+11,1.526085076,3,bbb+12,3.59E-15,5,bbb+12
482,J0916-5243,pbs+23,1.310444,4,pbs+23,*,0,*
483,J0917-4413,pbs+23,0.05290541,7,pbs+23,*,0,*
484,J0919-42,bcm+16,0.8126,0,bcm+16,*,0,*
485,J0919-6040,bbb+12,1.2169757230,6,bbb+12,10.0E-18,200,bbb+12
,,,,,,,,
486,B0917+63,dtws85,1.567994018480,4,hlk+04,3.60812E-15,4,hlk+04
487,J0921-5202,mlb+12,0.009679813614785,8,lkf+21,1.70E-20,10,lkf+21
488,B0919+06,mlt+78,0.430627098928,17,spl13,1.37294E-14,10,spl13
489,J0922-4534,pbs+23,0.0044165594,5,pbs+23,*,0,*
490,J0922-4949,mlc+01,0.950288537028,8,mlc+01,9.7569E-14,4,mlc+01
,,,,,,,,
491,J0923-31,bb10,*,0,*,*,0,*
492,B0922-52,mlt+78,0.746338052448,12,lbs+20,3.5332E-14,6,lbs+20
493,B0923-58,mlt+78,0.73950547000,3,lbs+20,4.92253E-15,11,lbs+20
494,J0925+6103,mzl+23,0.005982512892605,6,mzl+23,1.614E-20,15,mzl+23
495,J0927+2345,rtj+96,0.76188923605,9,bfrs18,3.05E-16,4,bfrs18
,,,,,,,,
496,J0927-5242,pbs+23,0.327951,3,pbs+23,*,0,*
497,J0928+06,dsm+13,2.0604,0,dmo+24,*,0,*
498,J0928+30,ttol16,2.0915,0,dmo+24,*,0,*
499,J0930-1854,bbc+22,*,0,*,*,0,*
500,J0930-2301,kmk+18,1.80706867799,8,kmk+18,3.362E-15,7,kmk+18
,,,,,,,,
501,J0931-1902,abb+15,0.004638029391429419,20,aab+21a,3.6285E-21,13,aab+21a
502,J0932-3217,ebvb01,1.93162674308,19,ebvb01,2.50E-16,15,ebvb01
503,J0932-5327,lfl+06,4.3921587127,6,lfl+06,8.37E-15,8,lfl+06
504,J0933-4604,pbs+23,3.66991,5,pbs+23,*,0,*
505,J0934-4154,ebvb01,0.570409236430,14,ebvb01,2.69E-16,3,ebvb01
,,,,,,,,
506,B0932-52,mlt+78,1.444777140820,17,lbs+20,4.65273E-15,7,lbs+20
507,J0935+33,ttk+17,0.9615,0,dmo+24,*,0,*
508,J0936-4750,pbs+23,0.522581,10,pbs+23,*,0,*
509,J0940-5428,mlc+01,0.087545204308,4,mlc+01,3.28683E-14,10,mlc+01
510,J0941-39,bb10,0.58677841838,3,bb10,*,0,*
,,,,,,,,
511,J0941-5244,mld+96,0.658557614320,10,dsb+98,1.1379E-15,2,dsb+98
512,B0940-55,wvl69,0.664388681376,14,lbs+20,2.26780E-14,9,lbs+20
513,B0941-56,mlt+78,0.808164371415,14,jbv+19,3.96051E-14,14,jbv+19
514,B0940+16,mlt+78,1.087417728071,10,hlk+04,9.109E-17,8,hlk+04
515,J0943+2253,tdk+93,0.5329747057409,9,bfrs18,8.98312E-17,20,bfrs18
,,,,,,,,
516,J0943-5305,bbc+22,1.734,0,bbc+22,*,0,*
517,J0944+4106,slr+14,2.22943126698,5,lsk+18,4.421E-15,3,lsk+18
518,B0942-13,mlt+78,0.5702641245619,4,hlk+04,4.5256E-17,3,hlk+04
519,J0945-4833,kbm+03,0.3315855987755,18,kbm+03,4.8291E-15,6,kbm+03
520,B0943+10,vazs69,1.09770570486,7,hlk+04,3.49339E-15,20,hlk+04
,,,,,,,,
521,J0947+2740,rtj+96,0.85101380329,6,bfrs18,4.30E-16,3,bfrs18
522,J0948-5549,pbs+23,0.1660954,18,pbs+23,*,0,*
523,J0949-6902,bbb+12,0.640015724160,10,bbb+12,6.370E-16,5,bbb+12
524,J0951-71,mbc+19,0.212378,0,mbc+19,*,0,*
525,J0952-0607,bph+17,0.00141379835502312,12,ncb+19,4.773E-21,8,ncb+19
,,,,,,,,
526,B0950-38,mlt+78,1.3738151214,5,nmc81,5.8E-16,3,nmc81
527,B0950+08,phbc68,0.2530651649482,9,hlk+04,2.29758E-16,3,hlk+04
528,J0954-5430,mlc+01,0.47285055917,5,psj+19,4.39032E-14,12,psj+19
529,J0954-5754,pbs+23,0.0048352732,19,pbs+23,*,0,*
530,J0955-3947,tcb+24,0.00202272621425180,13,tcb+24,3.81333E-20,9,tcb+24
,,,,,,,,
531,B0953-52,mlt+78,0.86212201059,3,lbs+20,3.525389E-15,8,lbs+20
532,J0955-6150,ckr+15,0.0019993604927577,3,saa+23,1.4260E-20,3,saa+23
533,J0957-06,kkl+15,1.72370,8,kkl+15,*,0,*
534,J0957-0619,flm+23,1.72371155630,6,flm+23,1.5E-16,3,flm+23
535,J0957-5432,mlc+01,0.203556697536,6,mlc+01,1.947E-15,4,mlc+01
,,,,,,,,
536,B0957-47,mlt+78,0.67008587,3,lbs+20,8.47E-17,5,lbs+20
537,J1000+08,mbc+19,0.440372,0,mbc+19,*,0,*
538,J1000-5149,kbm+03,0.255677098425,2,kbm+03,9.595E-16,6,kbm+03
539,B0959-54,wvl69,1.436630853525,19,lbs+20,5.15822E-14,15,lbs+20
540,J1001-5559,mlc+01,1.66117674023,4,mlc+01,8.60E-16,4,mlc+01
,,,,,,,,
541,J1001-5603,pbs+23,0.379533,3,pbs+23,*,0,*
542,J1001-5939,lfl+06,7.7336402649,8,lfl+06,5.99E-14,3,lfl+06
543,J1002-5559,mlc+01,0.7775009067,3,mlc+01,1.57E-15,19,mlc+01
544,J1002-5919,ncb+15,0.7134892535,6,ncb+15,1.04E-16,10,ncb+15
545,J1003+41,ttk+24,0.880,3,ttk+24,*,0,*
,,,,,,,,
546,B1001-47,mlt+78,0.307074219235,3,lbs+20,2.071222E-15,9,lbs+20
547,J1005+30,ttm+18,*,0,*,*,0,*
548,J1006-6311,lml+98,0.8357974680,2,dsb+98,5.73E-16,3,dsb+98
549,J1010+15,dsm+13,*,0,*,*,0,*
550,J1012+5307,nll+95,0.005255749101969821,6,abb+23,1.712733E-20,6,abb+23
,,,,,,,,
551,B1010-23,mlt+78,2.51794502050,4,hlk+04,8.809E-16,4,hlk+04
552,J1012-4235,ckr+15,0.00310114124707936,3,gfw+24,6.5456E-21,8,gfw+24
553,J1012-5830,kbm+03,2.1335912144,3,kbm+03,3.765E-14,6,kbm+03
554,B1011-58,jlm+92,0.819926244934,7,lbs+20,1.779646E-14,3,lbs+20
555,J1013-5934,kbm+03,0.4429009363721,20,lbs+20,5.56474E-16,8,lbs+20
,,,,,,,,
556,J1014-48,bbj+11,1.5088,2,bbj+11,*,0,*
557,J1015-5359,pbs+23,0.02080050,3,pbs+23,*,0,*
558,J1015-5719,kbm+03,0.139881677595,4,kbm+03,5.73680E-14,12,kbm+03
559,B1014-53,mlt+78,0.769585866948,12,lbs+20,1.92672E-15,4,lbs+20
560,J1016-5819,mlc+01,0.0878342610773,6,psj+19,6.98783E-16,11,psj+19
,,,,,,,,
561,J1016-5857,cbm+01,0.1073864584588,15,hfs+04,8.08342E-14,6,hfs+04
562,J1017+3011,scb+19,0.4527850730,2,tbc+20,5.7E-16,3,tbc+20
563,B1015-56,mlt+78,0.5034626204677,18,jbv+19,3.1398E-15,3,jbv+19
564,J1017-7156,kjb+12,0.002338514440402662,5,rsc+21,2.21387E-21,6,rsc+21
565,J1018-1523,spp+23,0.0831525352235,3,spp+23,1.093E-19,6,spp+23
,,,,,,,,
566,B1016-16,dtws85,1.804694945768,10,hlk+04,1.74219E-15,10,hlk+04
567,J1019-5749,kbm+03,0.162505749412,5,saa+23,2.005742E-14,14,saa+23
568,J1020-5510,pbs+23,0.0039427780,3,pbs+23,*,0,*
569,J1020-5921,kbm+03,1.23830534423,11,kbm+03,4.047E-14,8,kbm+03
570,J1020-6026,lfl+06,0.1404812898086,10,psj+19,6.73794E-15,10,psj+19
,,,,,,,,
571,J1020-6158,pbs+23,0.2828786,6,pbs+23,*,0,*
572,J1021-5601,hfs+04,0.67002629761,14,hfs+04,5.3E-17,6,hfs+04
573,J1022+1001,cnst96,0.01645292995606765,6,abb+23,4.33373E-20,3,abb+23
574,J1022-5813,kbm+03,1.6437260020,5,kbm+03,1.454E-13,3,kbm+03
575,J1023+0038,asr+09,0.0016879874702211,3,akh+13,6.930E-21,9,akh+13
,,,,,,,,
576,J1023-5746,sdz+10,0.11147243434,9,sdz+10,3.837491E-13,13,sdz+10
577,J1024-0719,bjb+97,0.00516220464031559,6,abb+23,1.85454E-20,6,abb+23
578,J1028-5819,kjk+08,0.0914032309,14,kjk+08,1.61E-14,8,kjk+08
579,J1030-6008,pbs+23,0.027324461,9,pbs+23,*,0,*
580,J1031-6117,kbm+03,0.306410837119,10,kbm+03,1.784E-15,5,kbm+03
,,,,,,,,
581,J1032-5206,hfs+04,2.40762231135,12,hfs+04,1.7891E-14,11,hfs+04
582,J1032-5804,wks+24,0.078741012111,3,wks+24,3.60634E-14,7,wks+24
583,B1030-58,mlt+78,0.464212626601,7,lbs+20,1.79752E-15,11,lbs+20
584,J1034-3224,mld+96,1.150590428417,10,hlk+04,2.3046E-16,8,hlk+04
585,J1034-5817,pbs+23,0.79148,4,pbs+23,*,0,*
,,,,,,,,
586,J1034-5934,pbs+23,0.03447143,8,pbs+23,*,0,*
587,J1035-6345,kbm+03,0.579576736318,6,kbm+03,3.504E-16,12,kbm+03
588,J1035-6720,cpw+18,0.0028720063916972,7,cpw+18,4.6463E-20,9,cpw+18
589,J1036-4353,cbb+23,0.001680,0,cbb+23,*,0,*
590,J1036-4926,mld+96,0.510369402880,3,lbs+20,1.65103E-15,8,lbs+20
,,,,,,,,
591,J1036-6559,bbb+12,0.53350188629,6,bbb+12,1.3620E-15,10,bbb+12
592,J1036-8317,ckr+15,0.003408,0,ckr+15,*,0,*
593,J1038+0032,bjd+06,0.02885155795131,8,bjd+06,6.7E-20,7,bjd+06
594,B1036-58,jlm+92,0.661992094032,11,jml+95,1.2512E-15,3,jml+95
595,J1039-6108,pbs+23,0.2715526,13,pbs+23,*,0,*
,,,,,,,,
596,J1039-6208,pbs+23,1.246563,9,pbs+23,*,0,*
597,B1039-19,mlt+78,1.386368074588,3,hlk+04,9.44850E-16,20,hlk+04
598,B1039-55,mlt+78,1.170867244109,3,lbs+20,6.71754E-15,9,lbs+20
599,J1043-6116,kbm+03,0.288605287388,4,psj+19,1.040470E-14,6,psj+19
600,J1044-5737,sdz+10,0.13902889110,4,sdz+10,5.4628E-14,4,sdz+10
,,,,,,,,
601,J1045-0436,mss+20,0.02404751703417,3,spp+23,7.86E-20,6,spp+23
602,J1045-4509,bhl+94,0.00747422423014427,4,rsc+21,1.76640E-20,5,rsc+21
603,J1046+0304,bjd+06,0.326271,0,dmo+24,1.242E-16,4,bjd+11
604,B1044-57,mlt+78,0.369428087894,11,jbv+19,1.1465E-15,9,jbv+19
605,J1047-3032,lml+98,0.3303280523313,19,hlk+04,6.1006E-17,20,hlk+04
,,,,,,,,
606,J1047-6709,lml+98,0.1984514505627,8,dsb+98,1.68714E-15,2,dsb+98
607,J1048+2339,cck+16,0.0046651629372704,5,drc+21,3.008E-20,5,drc+21
608,J1048+5349,dcm+23,2.73086158552,15,dcm+23,1.22E-15,7,dcm+23
609,B1046-58,jlm+92,0.123725343351,4,jbv+19,9.61217E-14,4,jbv+19
610,J1048-5838,kle+10,1.231304776630,4,jcs+17,1.219375E-14,7,jcs+17
,,,,,,,,
611,J1049+5822,sbo+22,0.72761787288,4,sbo+22,3.905E-15,4,sbo+22
612,J1049-5833,mlc+01,2.2023250770,3,mlc+01,4.41E-15,15,mlc+01
613,J1050-5953,scs86,6.4520766,6,kgc+01,3.809E-11,13,kgc+01
614,J1051-6214,pbs+23,1.14605,4,pbs+23,*,0,*
615,J1052-5954,kbm+03,0.180591500693,10,kbm+03,1.99831E-14,17,kbm+03
,,,,,,,,
616,J1052-6348,hfs+04,0.383830423532,15,hfs+04,3.87E-16,6,hfs+04
617,J1054-5943,kbm+03,0.346908957903,13,kbm+03,4.074E-15,8,kbm+03
618,J1054-5946,bbb+12,0.228324249982,8,bbb+12,2.090E-16,3,bbb+12
619,J1054-6452,hfs+04,1.8400035414,3,hfs+04,3.14E-15,5,hfs+04
620,J1055-6022,hfs+04,0.9475584093,3,hfs+04,9.239E-14,12,hfs+04
,,,,,,,,
621,J1055-6028,kel+09,0.099660833480,3,kel+09,2.95322E-14,5,kel+09
622,J1055-6236,kbm+03,0.44863544246,3,kbm+03,7.08E-16,7,kbm+03
623,J1055-6905,ebvb01,2.9193969868,3,ebvb01,2.0336E-14,15,ebvb01
624,J1056-5709,mlc+01,0.67608189374,8,mlc+01,5.76E-16,14,mlc+01
625,B1054-62,mlt+78,0.4224505316190,18,jbv+19,3.57750E-15,6,jbv+19
,,,,,,,,
626,J1056-7117,nbb+14,0.0263096769824,7,nbb+14,6.3E-20,7,nbb+14
627,J1057-4754,ebvb01,0.628305878552,7,jbo+09,2.248E-16,2,jbo+09
628,B1055-52,vl72,0.1971146895745,8,jbv+19,5.83870E-15,4,jbv+19
629,J1057-5851,cwp+17,0.62036503134,12,cwp+17,1.00581E-13,4,cwp+17
630,B1056-78,mlt+78,1.34740377571,15,lbs+20,1.3291E-15,8,lbs+20
,,,,,,,,
631,J1058-5957,kbm+03,0.616270272343,16,kbm+03,6.57E-16,4,kbm+03
632,J1059+6459,slr+14,3.6311696786,14,lsk+18,5.74E-15,6,lsk+18
633,B1056-57,mlt+78,1.185002619791,12,lbs+20,4.3065E-15,5,lbs+20
