BurstID,  ObsDate,             MJD,        DM,     Width,        PeakFlux,        PeakFlux_error,          Fluence,          Fluence_error,       Energy_c,       Energy_w, BandWidth,        Width,         PeakFlux,         PeakFlux_error,         Fluence,         Fluence_error,       Energy_w
       ,         ,     Barycentric,          , Full Band,       Full Band,       Full Band,        Full Band,        Full Band,      Full Band,      Full Band,          , Limited Band,     Limited Band,     Limited Band,    Limited Band,    Limited Band,   Limited Band
       ,         ,                , (pc/cm^3),      (ms),           (mJy),           (mJy),          (Jy ms),          (Jy ms),          (erg),          (erg),     (MHz),         (ms),            (mJy),            (mJy),         (Jy ms),         (Jy ms),          (erg)
405,20210929,59485.78895317800000000000 ,412.55,4.01,47.93,0.11,0.192,0.001,  5.374(84)e+37,  2.150(34)e+37,200,3.62,120.16,5.73,0.434,0.006,  2.136(31)e+37
406,20210929,59485.78905182000000000000 ,412.55,1.87,10.68,0.26,0.02,0.001,   5.598(1)e+36,   2.239(1)e+36,200,2.67,28.97,0.26,0.077,0.001,  3.807(45)e+36
407,20210929,59485.78905212000000000000 ,412.55,3.77,32.1,0.25,0.121,0.001,  3.387(56)e+37,  1.355(22)e+37,400,3.05,36.7,0.62,0.112,0.002,  1.102(18)e+37
408,20210929,59485.78911219800000000000 ,412.55,2.24,409.89,0.11,0.918,0.001,  2.570(39)e+38,  1.028(16)e+38,400,1.99,514.27,0.26,1.026,0.015,  1.008(15)e+38
409,20210929,59485.78928830800000000000 ,412.55,10.52,247.06,0.52,2.6,0.005, 7.278(112)e+38,  2.911(45)e+38,450,10.4,265.17,1.01,2.758,0.039,  3.051(43)e+38
410,20210929,59485.78942252400000000000 ,412.55,4.54,71.42,0.92,0.324,0.004, 9.069(140)e+37,  3.628(56)e+37,300,4.31,141.62,2.7,0.61,0.008,  4.501(60)e+37
411,20210929,59485.78951937400000000000 ,412.55,14.24,163.15,0.06,2.324,0.001,  6.505(95)e+38,  2.602(38)e+38,450,12.15,179.72,0.93,2.184,0.032,  2.416(35)e+38
412,20210929,59485.78959536400000000000 ,412.55,5.2,34.99,6.74,0.182,0.035,  5.094(84)e+37,  2.038(34)e+37,250,4.28,57.66,8.06,0.247,0.004,  1.517(22)e+37
413,20210929,59485.78959773200000000000 ,412.55,6.61,107.32,2.78,0.709,0.018,  1.984(28)e+38, 7.938(112)e+37,450,5.99,119.46,4.28,0.715,0.01, 7.910(111)e+37
414,20210929,59485.78987652700000000000 ,412.55,6.25,262.59,2.48,1.641,0.015,  4.593(67)e+38,  1.837(27)e+38,450,5.73,288.63,4.37,1.653,0.024,  1.829(26)e+38
415,20210929,59485.78990859500000000000 ,412.55,3.28,29.26,0.47,0.096,0.002,  2.687(28)e+37,  1.075(11)e+37,250,2.96,60.85,1.75,0.18,0.003,  1.108(17)e+37
416,20210929,59485.78999260200000000000 ,412.55,3.78,29.66,0.45,0.112,0.002,  3.135(56)e+37,  1.254(22)e+37,200,3.42,68.09,1.16,0.233,0.004,  1.146(18)e+37
417,20210929,59485.79000029200000000000 ,412.55,4.16,472.85,1.29,1.967,0.005,  5.506(81)e+38,  2.202(32)e+38,450,3.85,509.89,2.53,1.965,0.028,  2.174(31)e+38
418,20210929,59485.79016959500000000000 ,412.55,4.1,16.83,1.06,0.069,0.004,  1.931(28)e+37, 7.725(112)e+36,250,2.55,33.92,3.38,0.087,0.001,  5.318(56)e+36
419,20210929,59485.79017175700000000000 ,412.55,7.19,110.04,3.1,0.791,0.022,  2.214(34)e+38, 8.856(134)e+37,500,6.55,110.47,4.12,0.724,0.011, 8.901(134)e+37
420,20210929,59485.79017410300000000000 ,412.55,5.71,39.07,0.27,0.223,0.002,  6.242(84)e+37,  2.497(34)e+37,200,5.73,95,1.54,0.545,0.008,  2.678(40)e+37
421,20210929,59485.79019498400000000000 ,412.55,5.15,51.68,0.25,0.266,0.001, 7.445(112)e+37,  2.978(45)e+37,400,4.67,67.32,0.64,0.314,0.005,  3.090(45)e+37
422,20210929,59485.79019999900000000000 ,412.55,10.7,139.35,1.72,1.491,0.018,  4.173(62)e+38,  1.669(25)e+38,500,9.79,139.43,2.19,1.365,0.02,  1.678(25)e+38
423,20210929,59485.79020156200000000000 ,412.55,3.57,14.3,0.7,0.051,0.003,  1.428(28)e+37, 5.710(112)e+36,150,3.49,26.38,1.47,0.092,0.001,  3.392(34)e+36
424,20210929,59485.79020188500000000000 ,412.55,4.93,162.19,0.66,0.8,0.003,  2.239(34)e+38, 8.957(134)e+37,350,4.62,258.75,0.84,1.195,0.015,  1.028(13)e+38
425,20210929,59485.79038282300000000000 ,412.55,4.79,26.11,0.65,0.125,0.003,  3.499(56)e+37,  1.400(22)e+37,150,4.63,75.47,1.69,0.35,0.005,  1.290(17)e+37
426,20210929,59485.79038342900000000000 ,412.55,12.43,181.85,0.18,2.26,0.002,  6.326(92)e+38,  2.530(37)e+38,400,8.54,294.06,0.29,2.511,0.037,  2.470(36)e+38
427,20210929,59485.79038387900000000000 ,412.55,3.8,67.18,0.11,0.255,0.001, 7.138(112)e+37,  2.855(45)e+37,200,3.52,174.63,0.19,0.614,0.008,  3.018(40)e+37
428,20210929,59485.79038669800000000000 ,412.55,8.31,70.63,0.21,0.587,0.002,  1.643(22)e+38,  6.572(90)e+37,250,7.77,161.19,0.73,1.252,0.016, 7.697(101)e+37
429,20210929,59485.79040799700000000000 ,412.55,4.07,121.62,0.31,0.495,0.001,  1.386(20)e+38,  5.542(78)e+37,300,3.56,248.16,0.61,0.883,0.012,  6.516(87)e+37
430,20210929,59485.79069149000000000000 ,412.55,3.66,43.96,0.75,0.161,0.003,  4.506(56)e+37,  1.802(22)e+37,300,3.95,64.86,1.14,0.256,0.004,  1.888(27)e+37
431,20210929,59485.79077107100000000000 ,412.55,8.3,67.37,0.73,0.559,0.006,  1.565(22)e+38,  6.259(90)e+37,500,7.58,67.4,0.81,0.511,0.007,  6.281(90)e+37
432,20210929,59485.79127525500000000000 ,412.55,3.26,28.79,0.29,0.094,0.001,  2.631(28)e+37,  1.052(11)e+37,300,2.57,55.9,0.76,0.144,0.002,  1.061(13)e+37
433,20210929,59485.79128699000000000000 ,412.55,6.08,37.64,0.94,0.229,0.006,  6.410(84)e+37,  2.564(34)e+37,250,5.59,85.12,1.51,0.475,0.006,  2.922(39)e+37
434,20210929,59485.79143793400000000000 ,412.55,2.36,39.77,5.5,0.094,0.013,  2.631(28)e+37,  1.052(11)e+37,200,2.01,72.85,5.5,0.147,0.003, 7.210(134)e+36
435,20210929,59485.79143908500000000000 ,412.55,6.31,67.98,0.91,0.429,0.006,  1.201(17)e+38,  4.803(67)e+37,250,6.01,153.72,1.34,0.924,0.011,  5.681(69)e+37
436,20210929,59485.79147194900000000000 ,412.55,9.97,175.6,2.2,1.75,0.022,  4.898(70)e+38,  1.959(28)e+38,400,8.56,225.89,3.64,1.934,0.028,  1.902(28)e+38
437,20210929,59485.79152019500000000000 ,412.55,5.05,148.98,1.23,0.752,0.006,  2.105(31)e+38, 8.420(123)e+37,500,4.61,149.18,2.07,0.688,0.01, 8.453(123)e+37
438,20210929,59485.79152061800000000000 ,412.55,4.13,137.32,0.14,0.567,0.001,  1.587(22)e+38,  6.348(90)e+37,500,3.75,137.31,0.3,0.516,0.007,  6.337(90)e+37
439,20210929,59485.79172548200000000000 ,412.55,7.06,29.32,0.15,0.207,0.001,  5.794(84)e+37,  2.318(34)e+37,150,5.63,86.39,0.97,0.486,0.007,  1.792(26)e+37
440,20210929,59485.79173655400000000000 ,412.55,6.81,149.5,0.27,1.018,0.002,  2.849(42)e+38,  1.140(17)e+38,500,6.18,149.69,0.69,0.925,0.014,  1.138(17)e+38
441,20210929,59485.79173698100000000000 ,412.55,6.63,311.81,4.77,2.068,0.032,  5.788(84)e+38,  2.315(34)e+38,500,5.88,312.03,5.04,1.836,0.027,  2.257(34)e+38
442,20210929,59485.79180027000000000000 ,412.55,14.85,150.12,0.45,2.229,0.007,  6.239(87)e+38,  2.496(35)e+38,300,13.93,241.27,1.12,3.36,0.044,  2.478(33)e+38
443,20210929,59485.79214207200000000000 ,412.55,4.24,16.97,2.93,0.072,0.012,  2.015(28)e+37, 8.061(112)e+36,200,2.01,41.65,2.93,0.084,0.001,  4.120(45)e+36
444,20210929,59485.79214255000000000000 ,412.55,5.12,14.26,2.34,0.073,0.012,  2.043(28)e+37, 8.173(112)e+36,250,3.95,21,1.6,0.083,0.001,  5.094(56)e+36
445,20210929,59485.79239873700000000000 ,412.55,2.84,237.54,0.83,0.675,0.002,  1.889(28)e+38, 7.557(112)e+37,450,2.53,254.76,1.21,0.645,0.009, 7.134(101)e+37
446,20210929,59485.79239890500000000000 ,412.55,3.17,16.08,3.37,0.051,0.011,  1.428(28)e+37, 5.710(112)e+36,200,3.49,33.66,6.58,0.117,0.002,  5.777(90)e+36
447,20210929,59485.79253565900000000000 ,412.55,4.54,261.18,5.65,1.187,0.026,  3.322(45)e+38,  1.329(18)e+38,400,4.08,310.57,13.92,1.269,0.018,  1.248(17)e+38
448,20210929,59485.79258531900000000000 ,412.55,3.53,18.99,0.53,0.067,0.002,  1.875(28)e+37, 7.501(112)e+36,200,3.92,44.1,1.23,0.173,0.003, 8.509(134)e+36
449,20210929,59485.79258552000000000000 ,412.55,3.56,37.33,0.19,0.133,0.001,  3.723(56)e+37,  1.489(22)e+37,200,3.39,93.96,0.46,0.319,0.005,  1.567(22)e+37
450,20210929,59485.79304972700000000000 ,412.55,5.46,415.08,0.96,2.266,0.005,  6.343(87)e+38,  2.537(35)e+38,400,4.89,523.57,2.3,2.56,0.036,  2.517(35)e+38
451,20210929,59485.79312221600000000000 ,412.55,5.21,202.42,0.69,1.055,0.004,  2.953(42)e+38,  1.181(17)e+38,250,4.67,480.82,1.74,2.245,0.029,  1.380(18)e+38
452,20210929,59485.79312680600000000000 ,412.55,8.62,14.5,3.98,0.125,0.034,  3.499(28)e+37,  1.400(11)e+37,200,7.66,38.01,4.8,0.291,0.004,  1.431(21)e+37
453,20210929,59485.79321340600000000000 ,412.55,3.81,19.95,0.35,0.076,0.001,  2.127(28)e+37, 8.509(112)e+36,200,3.17,50.62,0.65,0.16,0.002,  7.882(90)e+36
454,20210929,59485.79322970000000000000 ,412.55,8.9,20.22,0.36,0.18,0.003,  5.038(84)e+37,  2.015(34)e+37,150,7.4,50.81,0.69,0.376,0.005,  1.387(20)e+37
455,20210929,59485.79325756800000000000 ,412.55,3.86,16.32,0.11,0.063,0.001,  1.763(28)e+37, 7.054(112)e+36,350,3.8,14.88,0.55,0.056,0.001,  4.859(78)e+36
456,20210929,59485.79326177100000000000 ,412.55,5.48,210.74,1.18,1.155,0.006,  3.233(45)e+38,  1.293(18)e+38,500,5.02,210.84,1.18,1.058,0.015,  1.301(18)e+38
457,20210929,59485.79326229900000000000 ,412.55,4.21,41.36,2.44,0.174,0.01,  4.870(56)e+37,  1.948(22)e+37,200,4.33,99.7,5.82,0.432,0.005,  2.123(27)e+37
458,20210929,59485.79330590300000000000 ,412.55,8.15,261.9,0.09,2.134,0.001,  5.973(84)e+38,  2.389(34)e+38,500,7.41,261.97,0.29,1.94,0.027,  2.385(34)e+38
459,20210929,59485.79331984400000000000 ,412.55,3.45,150.05,1.7,0.518,0.006,  1.450(20)e+38,  5.800(78)e+37,500,3.21,150,3.25,0.481,0.006,  5.912(78)e+37
460,20210929,59485.79334293400000000000 ,412.55,4.86,45.29,0.05,0.22,0.001,  6.158(84)e+37,  2.463(34)e+37,250,4.91,112.47,0.91,0.552,0.007,  3.392(45)e+37
461,20210929,59485.79334377600000000000 ,412.55,6.02,104.3,0.52,0.628,0.003,  1.758(25)e+38, 7.031(101)e+37,250,5.76,243.28,1.34,1.401,0.017, 8.610(106)e+37
462,20210929,59485.79349075400000000000 ,412.55,2.33,8.6,2.81,0.02,0.007,   5.598(1)e+36,   2.239(1)e+36,200,2.34,12.44,3.28,0.029,0.001,  1.433(45)e+36
463,20210929,59485.79352300500000000000 ,412.55,1.93,101.8,2.28,0.196,0.004,  5.486(84)e+37,  2.194(34)e+37,450,1.75,109.5,4.47,0.191,0.003,  2.116(30)e+37
464,20210929,59485.79400755200000000000 ,412.55,4.97,12.48,1.08,0.062,0.005,  1.735(28)e+37, 6.942(112)e+36,100,5.24,46.72,3.04,0.245,0.005, 6.024(134)e+36
465,20210929,59485.79410228300000000000 ,412.55,4.17,9.59,0.07,0.04,0.001,  1.120(28)e+37, 4.478(112)e+36,100,4.36,39.29,0.49,0.171,0.004,  4.210(90)e+36
466,20210929,59485.79453055600000000000 ,412.55,3.22,350.5,1.51,1.129,0.005,  3.160(45)e+38,  1.264(18)e+38,350,2.49,736.62,1.68,1.833,0.022,  1.577(19)e+38
467,20210929,59485.79461711900000000000 ,412.55,6.26,19.64,0.18,0.123,0.001,  3.443(56)e+37,  1.377(22)e+37,250,6.33,38.13,0.62,0.241,0.003,  1.483(17)e+37
468,20210929,59485.79466382100000000000 ,412.55,4.76,76.2,3.83,0.363,0.018,  1.016(14)e+38,  4.064(56)e+37,300,4.13,122.34,3.83,0.505,0.006,  3.728(47)e+37
469,20210929,59485.79471054800000000000 ,412.55,4.93,26.15,3.18,0.129,0.016,  3.611(56)e+37,  1.444(22)e+37,200,4.62,64.21,3.18,0.297,0.004,  1.460(18)e+37
470,20210929,59485.79478945800000000000 ,412.55,11.99,105.2,4.53,1.261,0.054,  3.530(50)e+38,  1.412(20)e+38,500,5.68,202.89,6.63,1.152,0.016,  1.416(19)e+38
471,20210929,59485.79479127200000000000 ,412.55,2.78,28.82,2.48,0.08,0.007,  2.239(28)e+37, 8.957(112)e+36,450,2.46,31.08,3.73,0.077,0.001, 8.464(101)e+36
472,20210929,59485.79479157700000000000 ,412.55,3.13,113.76,2,0.356,0.006, 9.964(112)e+37,  3.986(45)e+37,250,2.8,266.22,3.8,0.745,0.009,  4.577(58)e+37
473,20210929,59485.79496860900000000000 ,412.55,8.96,165.02,0.17,1.479,0.001,  4.140(56)e+38,  1.656(22)e+38,250,8.11,399.81,0.34,3.244,0.039,  1.994(24)e+38
474,20210929,59485.79499309100000000000 ,412.55,2.8,22.14,0.08,0.062,0.001,  1.735(28)e+37, 6.942(112)e+36,200,2.68,42.87,0.42,0.115,0.002,  5.643(90)e+36
475,20210929,59485.79531561200000000000 ,412.55,2.53,39.52,0.18,0.1,0.001,  2.799(28)e+37,  1.120(11)e+37,200,2.22,125.11,0.23,0.278,0.004,  1.366(18)e+37
476,20210929,59485.79531624000000000000 ,412.55,14.35,156.62,1.97,2.248,0.028,  6.292(84)e+38,  2.517(34)e+38,250,13.17,422.79,3.25,5.569,0.067,  3.423(41)e+38
477,20210929,59485.79537740500000000000 ,412.55,7.51,88.72,0.21,0.666,0.002,  1.864(25)e+38, 7.457(101)e+37,350,6.57,155.29,0.46,1.02,0.015, 8.780(131)e+37
478,20210929,59485.79537851500000000000 ,412.55,10.44,239.67,0.94,2.502,0.01,  7.003(92)e+38,  2.801(37)e+38,350,9.34,431.1,1.21,4.025,0.048,  3.463(42)e+38
479,20210929,59485.79541528000000000000 ,412.55,6.18,151.65,0.3,0.937,0.002,  2.623(36)e+38,  1.049(15)e+38,400,5.58,178.84,0.72,0.997,0.013, 9.808(125)e+37
480,20210929,59485.79544163000000000000 ,412.55,2.85,22.49,0.45,0.064,0.001,  1.791(28)e+37, 7.166(112)e+36,150,2.66,61.57,1.23,0.164,0.002,  6.046(67)e+36
481,20210929,59485.79549246500000000000 ,412.55,8,20.25,1.53,0.162,0.012,  4.534(56)e+37,  1.814(22)e+37,200,7.52,51.84,2.9,0.39,0.004,  1.918(20)e+37
482,20210929,59485.79549411500000000000 ,412.55,6.8,107.53,1.24,0.731,0.008,  2.046(28)e+38, 8.184(112)e+37,200,6.4,261.58,3.28,1.675,0.022, 8.236(107)e+37
483,20210929,59485.79563720700000000000 ,412.55,3.86,14,0.42,0.054,0.002,  1.511(28)e+37, 6.046(112)e+36,300,2.91,22.54,0.62,0.066,0.001,  4.837(67)e+36
484,20210929,59485.79566418500000000000 ,412.55,4.68,542.62,0.31,2.539,0.001,  7.107(95)e+38,  2.843(38)e+38,400,4.46,638.3,0.72,2.845,0.036,  2.798(35)e+38
485,20210929,59485.79570508800000000000 ,412.55,3.06,26.45,2.44,0.081,0.007,  2.267(28)e+37, 9.069(112)e+36,300,2.61,40.42,5.14,0.106,0.001,  7.792(67)e+36
486,20210929,59485.79580643600000000000 ,412.55,7.54,68.01,2.71,0.513,0.02,  1.436(20)e+38,  5.744(78)e+37,450,6.84,69.86,3.52,0.478,0.006,  5.290(71)e+37
487,20210929,59485.79585344400000000000 ,412.55,4.47,44.93,2.59,0.201,0.012,  5.626(84)e+37,  2.250(34)e+37,250,4.17,100.58,4.59,0.419,0.005,  2.575(34)e+37
488,20210929,59485.79586871300000000000 ,412.55,5.24,64.56,0.54,0.338,0.003, 9.461(112)e+37,  3.784(45)e+37,350,4.96,76.95,1.11,0.382,0.005,  3.286(45)e+37
489,20210929,59485.79589017400000000000 ,412.55,2.65,79.65,0.66,0.211,0.002,  5.906(84)e+37,  2.362(34)e+37,450,2.36,87.37,1.71,0.206,0.003,  2.277(30)e+37
490,20210929,59485.79604240600000000000 ,412.55,7.81,69.24,0.97,0.541,0.008,  1.514(22)e+38,  6.057(90)e+37,300,6.55,143.87,1.3,0.943,0.011,  6.953(83)e+37
491,20210929,59485.79620109200000000000 ,412.55,2.19,32.87,0.36,0.072,0.001,  2.015(28)e+37, 8.061(112)e+36,400,2.43,38.67,0.42,0.094,0.001,  9.226(90)e+36
492,20210929,59485.79620202500000000000 ,412.55,11.59,333.39,2.46,3.863,0.028,  1.081(14)e+39,  4.325(57)e+38,450,10.67,369.44,3.61,3.942,0.05,  4.361(55)e+38
493,20210929,59485.79627683200000000000 ,412.55,9.4,162.16,2.63,1.525,0.025,  4.268(56)e+38,  1.707(22)e+38,400,6.13,239.13,2.83,1.465,0.019,  1.441(19)e+38
494,20210929,59485.79672314100000000000 ,412.55,3.72,171.24,1.1,0.637,0.004,  1.783(22)e+38,  7.132(90)e+37,400,3.49,208.89,1.27,0.729,0.01,  7.166(99)e+37
495,20210929,59485.79672332300000000000 ,412.55,3.03,10.55,0.26,0.032,0.001,   8.957(1)e+36,   3.583(1)e+36,100,2.39,35.46,0.49,0.085,0.002,  2.082(45)e+36
496,20210929,59485.79672350500000000000 ,412.55,4.21,11.89,1.01,0.05,0.004,  1.400(28)e+37, 5.598(112)e+36,250,2.69,22.32,2.43,0.06,0.001,  3.695(56)e+36
497,20210929,59485.79677621700000000000 ,412.55,4.48,13.85,1.44,0.062,0.006,  1.735(28)e+37, 6.942(112)e+36,300,4.17,19.21,1.75,0.08,0.001,  5.912(67)e+36
498,20210929,59485.79701086400000000000 ,412.55,8.73,33.79,14.55,0.295,0.127,  8.257(84)e+37,  3.303(34)e+37,200,6.79,77.78,14.54,0.528,0.006,  2.598(31)e+37
499,20210929,59485.79717335700000000000 ,412.55,6.13,170.04,5.7,1.043,0.035,  2.919(39)e+38,  1.168(16)e+38,350,5.2,253.08,5.69,1.315,0.015,  1.131(13)e+38
500,20210929,59485.79717410300000000000 ,412.55,3.95,947.89,3.42,3.74,0.013,  1.047(13)e+39,  4.187(54)e+38,500,3.84,948.06,3.42,3.643,0.048,  4.478(59)e+38
501,20210929,59485.79717449000000000000 ,412.55,13.33,53.17,0.5,0.709,0.007,  1.984(22)e+38,  7.938(90)e+37,250,7.08,134.17,1.22,0.949,0.011,  5.835(65)e+37
502,20210929,59485.79717577900000000000 ,412.55,12,72.82,0.29,0.874,0.003,  2.446(34)e+38, 9.785(134)e+37,200,10.99,180.06,0.55,1.979,0.025, 9.732(123)e+37
503,20210929,59485.79723023200000000000 ,412.55,5.22,91.02,0.28,0.475,0.001,  1.330(17)e+38,  5.318(67)e+37,450,4.66,96.37,0.71,0.449,0.005,  4.968(60)e+37
504,20210929,59485.79723082300000000000 ,412.55,4.24,22.88,2.69,0.097,0.011,  2.715(28)e+37,  1.086(11)e+37,200,3.85,52.56,3.41,0.202,0.003, 9.942(134)e+36
505,20210929,59485.79738506700000000000 ,412.55,3.64,17.59,0.19,0.064,0.001,  1.791(28)e+37, 7.166(112)e+36,200,3.48,36.36,0.65,0.127,0.002,  6.225(90)e+36
506,20210929,59485.79751732000000000000 ,412.55,6.62,151.1,0.81,1.001,0.005,  2.802(36)e+38,  1.121(15)e+38,350,5.07,313.89,1.53,1.591,0.018,  1.369(16)e+38
507,20210929,59485.79769114000000000000 ,412.55,2.59,120.98,3.02,0.313,0.008, 8.761(112)e+37,  3.504(45)e+37,350,2.1,183.04,3.22,0.385,0.005,  3.315(39)e+37
508,20210929,59485.79769143100000000000 ,412.55,9.81,76.46,6.72,0.75,0.066,  2.099(25)e+38, 8.397(101)e+37,400,9.17,99.13,9.84,0.909,0.012, 8.939(116)e+37
509,20210929,59485.79778047000000000000 ,412.55,8.19,26.99,4.24,0.221,0.035,  6.186(84)e+37,  2.474(34)e+37,200,6.19,72.3,9.45,0.447,0.005,  2.199(27)e+37
510,20210929,59485.79782188100000000000 ,412.55,3.97,25.18,0.61,0.1,0.002,  2.799(28)e+37,  1.120(11)e+37,350,4,28.46,1.17,0.114,0.002, 9.797(157)e+36
511,20210929,59485.79796236700000000000 ,412.55,3.56,15.44,0.42,0.055,0.002,  1.539(28)e+37, 6.158(112)e+36,200,3.52,25.07,0.66,0.088,0.001,  4.344(45)e+36
512,20210929,59485.79798555600000000000 ,412.55,4.44,264.23,0.5,1.173,0.002,  3.283(42)e+38,  1.313(17)e+38,300,3.95,443.43,0.84,1.752,0.021,  1.292(15)e+38
513,20210929,59485.79809983700000000000 ,412.55,5.85,12.31,0.31,0.072,0.002,  2.015(28)e+37, 8.061(112)e+36,100,6.42,37.17,0.5,0.239,0.005, 5.867(134)e+36
514,20210929,59485.79817811600000000000 ,412.55,3.46,24.28,0.49,0.084,0.002,  2.351(28)e+37, 9.405(112)e+36,150,3.35,38.85,1.18,0.13,0.002,  4.803(67)e+36
515,20210929,59485.79831404100000000000 ,412.55,4.38,13.69,0.36,0.06,0.002,  1.679(28)e+37, 6.718(112)e+36,300,3.9,20.09,0.69,0.078,0.001,  5.777(67)e+36
516,20210929,59485.79835573500000000000 ,412.55,2.13,13.16,0.17,0.028,0.001,   7.837(1)e+36,   3.135(1)e+36,100,3.64,43.51,0.28,0.158,0.004,  3.896(90)e+36
517,20210929,59485.79836064000000000000 ,412.55,4.29,13.99,1.28,0.06,0.006,  1.679(28)e+37, 6.718(112)e+36,200,2.25,44.84,3.22,0.101,0.001,  4.971(45)e+36
518,20210929,59485.79836159100000000000 ,412.55,6.48,79.91,1.35,0.518,0.009,  1.450(20)e+38,  5.800(78)e+37,200,5.95,203.83,1.35,1.212,0.015,  5.961(72)e+37
519,20210929,59485.79844582300000000000 ,412.55,7.39,44.22,0.37,0.327,0.003, 9.153(112)e+37,  3.661(45)e+37,300,7.19,73.5,0.39,0.528,0.007,  3.896(49)e+37
520,20210929,59485.79849878300000000000 ,412.55,1.51,9.26,0.3,0.014,0.001,   3.919(1)e+36,   1.567(1)e+36,50,1.4,29.93,0.54,0.042,0.001, 5.150(112)e+35
521,20210929,59485.79849925700000000000 ,412.55,2.07,10.64,0.34,0.022,0.001,   6.158(1)e+36,   2.463(1)e+36,50,2.79,43.11,0.65,0.12,0.003,  1.478(34)e+36
522,20210929,59485.79872283800000000000 ,412.55,9.04,144.65,0.25,1.308,0.002,  3.661(48)e+38,  1.464(19)e+38,200,8.23,373.14,0.56,3.072,0.038,  1.510(19)e+38
523,20210929,59485.79887706400000000000 ,412.55,2.53,14.25,0.21,0.036,0.001,   1.008(1)e+37,   4.031(1)e+36,200,2.91,25.66,0.43,0.075,0.001,  3.672(45)e+36
524,20210929,59485.79909325200000000000 ,412.55,4.95,385.62,0.68,1.909,0.003,  5.343(67)e+38,  2.137(27)e+38,500,4.55,385.62,1.64,1.756,0.022,  2.159(27)e+38
525,20210929,59485.79912561000000000000 ,412.55,3.97,20.89,1.08,0.083,0.004,  2.323(28)e+37, 9.293(112)e+36,200,4.04,52.1,2.4,0.21,0.003,  1.034(13)e+37
526,20210929,59485.79938663400000000000 ,412.55,5.31,135.89,4.31,0.721,0.023,  2.018(28)e+38, 8.072(112)e+37,300,4.46,222.1,9.4,0.99,0.012,  7.300(85)e+37
527,20210929,59485.79938789400000000000 ,412.55,4.2,57.12,0.52,0.24,0.002,  6.718(84)e+37,  2.687(34)e+37,200,3.84,135.79,0.66,0.521,0.006,  2.562(31)e+37
528,20210929,59485.79946315000000000000 ,412.55,5.44,10.67,0.22,0.058,0.001,  1.623(28)e+37, 6.494(112)e+36,200,4.65,25.44,1.67,0.118,0.002,  5.822(90)e+36
529,20210929,59485.79950273300000000000 ,412.55,2.25,26.23,0.73,0.059,0.002,  1.651(28)e+37, 6.606(112)e+36,200,1.69,58.82,1.73,0.099,0.002,  4.882(90)e+36
530,20210929,59485.79957703700000000000 ,412.55,3.29,13.67,0.5,0.045,0.002,  1.260(28)e+37, 5.038(112)e+36,200,4.1,24.86,1.56,0.102,0.001,  5.016(45)e+36
531,20210929,59485.79969710300000000000 ,412.55,4.08,115.2,0.47,0.47,0.002,  1.316(17)e+38,  5.262(67)e+37,350,3.9,164.2,1.05,0.641,0.007,  5.517(63)e+37
532,20210929,59485.79989049200000000000 ,412.55,2.46,31.69,0.22,0.078,0.001,  2.183(28)e+37, 8.733(112)e+36,200,2.82,68.56,1.1,0.193,0.003, 9.494(134)e+36
533,20210929,59485.79998208900000000000 ,412.55,3.7,27.3,0.35,0.101,0.001,  2.827(28)e+37,  1.131(11)e+37,300,2.79,44.78,0.82,0.125,0.002, 9.203(134)e+36
534,20210929,59485.80008851700000000000 ,412.55,4.94,28.13,0.4,0.139,0.002,  3.891(56)e+37,  1.556(22)e+37,350,4.98,42.06,0.7,0.209,0.003,  1.802(24)e+37
535,20210929,59485.80027009900000000000 ,412.55,4.83,62.3,4.41,0.301,0.021, 8.425(112)e+37,  3.370(45)e+37,250,4.39,131.97,4.4,0.58,0.007,  3.564(43)e+37
536,20210929,59485.80029897500000000000 ,412.55,12.72,214.34,0.9,2.727,0.011,  7.633(92)e+38,  3.053(37)e+38,450,8.63,326.13,1.62,2.815,0.033,  3.114(37)e+38
537,20210929,59485.80036142200000000000 ,412.55,6.19,207.61,1.11,1.285,0.007,  3.597(45)e+38,  1.439(18)e+38,300,5.69,442.43,1.99,2.518,0.027,  1.857(20)e+38
538,20210929,59485.80047775900000000000 ,412.55,2.56,39.43,1.74,0.101,0.004,  2.827(28)e+37,  1.131(11)e+37,250,2.25,66.02,2.36,0.148,0.002, 9.125(112)e+36
539,20210929,59485.80047801400000000000 ,412.55,7.88,52.15,0.52,0.411,0.004,  1.150(14)e+38,  4.602(56)e+37,200,7.2,136.41,1.31,0.983,0.012,  4.832(58)e+37
540,20210929,59485.80054765500000000000 ,412.55,4.19,18.4,0.23,0.077,0.001,  2.155(28)e+37, 8.621(112)e+36,250,3.57,29.11,0.57,0.104,0.002, 6.382(112)e+36
541,20210929,59485.80054954700000000000 ,412.55,7.7,172.83,0.33,1.33,0.003,  3.723(45)e+38,  1.489(18)e+38,350,7.4,234.09,0.72,1.733,0.021,  1.491(18)e+38
542,20210929,59485.80055299700000000000 ,412.55,5.01,63.69,5.72,0.319,0.029, 8.929(112)e+37,  3.572(45)e+37,200,4.59,164.02,7.14,0.753,0.009,  3.704(45)e+37
543,20210929,59485.80068338300000000000 ,412.55,4.58,31.64,0.71,0.145,0.003,  4.059(56)e+37,  1.623(22)e+37,500,3.96,31.71,1.69,0.126,0.002,  1.545(22)e+37
